CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
14,21669,14837.3312,35670036.94,2556765.089,239.1046353,44601.95523,2.149853039,73.31597641
24,9107.574805,102.4468635,33386526.84,47160.29166,8.378521526,38.90661948,295.3602498,989.0712691
4,57233.23868,52086.3325,52069056.04,248535669.1,176.4487718,87.39116242,262.815556,52.65099887
32,9257.35799,9057.622651,122000000,3440861.979,25077.91249,7.245521085,32.5910094,15.93666821
12,11646.16279,11785.44953,74977502.36,272423.9569,101458.2459,39651.70867,27.50585088,0.198976981
9,20872.96929,27642.90617,388925427.6,318787.0657,17140.30484,73.16657958,1399.365965,15.80598302
4,11321.66803,11386.02601,7523196.328,138359215.4,65.63308715,32.63558411,3205.758368,352.9873025
2,20927.02474,5448.958433,101646469.1,30302022.11,127.6680652,63.89797845,1958.936085,410.0213188
0,1303.216015,,65605752.4,4437302.665,13.78116025,1249.426952,7146.342003,150.2036692
2,15527.32853,8463.590542,536302502.5,60454717.12,156.1507665,175.1556327,1486.604656,955.7025351
1,1167.671665,308.7645155,72400000,422712440.6,98.71713172,20.65194716,294.3273185,174.6809773
1,19556,10844.97574,104001728.7,26524862.82,14257.79193,1223.56012,1583.97901,2271.817466
30,64642.10383,10530.47898,185281730.7,2542438.605,213.5703942,3784.926211,25401.65968,2818.361219
4,41580.59004,34596.88082,830081.1817,121016.9651,98.04575449,107.352831,155.2877578,225.5047158
4,7521.700595,8215.16136,14441185.87,4438019.423,26922.64528,2732.643199,10.98913464,492.9345674
12,72957.62526,20867.01837,107350827.9,5385812.057,404.7747853,24.8816657,2219.488423,325.4001089
16,18502,12227.3739,536302277.1,28832962.61,144.1028803,54934.50406,401.5551044,416.6025713
12,86325.54859,13230.32009,52031535.7,31113909.55,318.0023927,66993.40278,31.8732369,25.2182606
10,3730.826414,21732.89977,82665303.69,225352.4734,171.8041701,15.46469699,1715.330796,1.985876476
12,21342.59574,9752.387496,105430460.9,29822354.29,52.16342774,44550.17626,1143.33927,3.691797187
8,1691.716127,5787.8618,80029301.12,667023.6195,126.1138157,135.0216035,335.6410277,360.1382296
20,41852.86596,52902.93673,252113638.7,102591033.2,32515.36266,35959.39997,204.1698554,10.53864995
4,35357.70253,76959.62117,63813371.78,13790502.15,43.06967657,4.268319016,163.3342381,340.7840977
2,17610,17767.81222,1265808.054,751605033,65.44051584,40776.62995,1792.892911,1162.050876
4,41857.03869,12395.96333,104961978,3162985.546,98.36746996,93.63082005,2108.074638,307.5682513
2,1753.05943,830.5501387,111964563.6,6144458.481,37.96623459,10.16745441,107.2485448,191.326106
9,12219,56025.88752,1.46E+14,8541727.542,200.3476532,203627.7431,11014.30507,633.2004269
7,2587.615043,3822.226398,980760.808,4096191.638,13621.80558,48466.22101,40.25670255,23.36209827
32,1235.075731,9994.204828,65570039.11,536304917.6,45.66846489,174.4880237,5514.615506,4608.246489
2,9103.729295,126.8789161,92000000,477730488.6,134.2876992,33.42531357,1440.802416,291.0166359
12,8923.981652,1844.366245,98895243.23,27256882.43,50.42529956,66431.53996,1290.946282,2.257090515
0,41750.45533,11701.55234,104523303.1,26995263.27,13.5761282,8.094065282,1128.762395,211.6099027
4,41857.03869,38394.01073,51950648.59,2789674.043,178.6671072,23.93045633,206.4629969,21.61128407
14,9227.167127,20414.93753,976408.1918,3963923.716,184.1525464,152.9466245,663.9728747,463.6905951
36,9227.167127,7673.846186,51607463.98,3874254.395,103.5029154,76.41499074,476.0236547,278.5632385
4,41857.03869,9942.654344,159000000,3899341.048,61.08597226,33.96246586,277.2829148,64.92753449
4,20521.46188,9799.457338,99937803.64,24485036.58,65.3973243,186.6773817,18.78347052,942.1808111
1,1718.646508,233.8627099,138000000,21591323.46,29.788696,158.3349161,1698.762919,107.9500106
1,20775.13546,1048.002274,216891847.5,539459.0623,99.01606858,37.29941671,17.47236994,2.579867161
0,9258.802401,6825.998927,223940922.3,746132.1384,18151.25203,9.251204144,272.9945802,20.00325328
16,658.7429404,11615.60014,74137795.81,5658769.238,364.7317027,32053.44403,311.841602,14392.71489
7,12555,2187.094611,32325608.34,3903254.901,100.2518676,144239.878,158.1707473,1098.38942
0,9047.884063,1925.726855,51822192.49,28993121.14,79866.16609,16.08881951,8.786773494,465.9068937
2,2667.671665,1810.13765,96539041.89,5012727.498,168810.903,43.56758123,17.62474948,12.28570952
0,8999.933411,8590.204633,8895852.268,41158.94802,134115.4929,23290.7107,12.8907568,16.53542292
4,41388.25424,18169.09649,536302641.2,35526551.17,85.21612155,133.6472108,837.8875463,826.5585092
4,20787.94351,20673.35972,31870329,10561755.08,16.95629824,84.21600637,167.2556846,481.3581388
2,13879.61504,3822.226398,980760.808,4096191.638,130.5184842,150.1387475,153.9824059,179.0848565
20,34836,6177.458264,32955827.2,10952918.12,35.60922525,4364.947991,450.5714368,1211.434521
12,20926.48774,52040.73999,9454241.334,63564.91117,31.36645114,115.0061302,165.4271749,573.4623238
16,3919.863598,5502.140858,106728700.1,289200.7188,124.1175813,15.14341518,283.4373969,8.522393514
4,20291.57305,25795.93653,41720375.69,64290946,82.88288642,57.78539996,1548.663838,577.2837495
16,2403.135453,353.6745195,1985587.52,4717981.324,9.746008712,8768.544467,621.2896542,19.34366083
4,41623.06679,21687.49256,273154190.4,5808271.05,116.3441148,183.9646986,470.5891714,231.3422011
4,2212.405385,267.7821717,103806260,5222040.493,17.90722008,57.6363938,178.9565143,49.15465016
4,21585.77266,10227.23405,176771297.2,7798988.978,192.2258991,108.8838188,99.49374618,508.3163131
9,41623.06679,69.16736813,103297715.6,35190622.86,19867.92326,50480.98887,64.13439022,1015.981687
4,2095.444995,1844.366245,127000000,339655877.8,162.2346317,18.02416377,285.0166745,691.558724
5,41580.59004,14669.83848,536304044.8,27125276.06,10.36901458,23247.49759,346.734455,70.09097059
10,2969.449524,11247.47802,101639204.8,3936909.496,386.2731154,31168.1487,3.715149236,1290.946282
12,7089.391561,12367.14472,13852966.98,4669670.219,40394.08938,58983.3085,822.6862364,287.7368735
2,1528.247819,1916.848533,65508286.29,611624.2478,128.7385214,145.2048403,263.5866207,221.1927287
4,2212.405385,267.7821717,95418679.04,7620228.726,6.891475562,77.81838674,118.2218521,409.044242
1,29607,546.5081318,65815072.52,28533380.2,59150.57916,431584.627,6436.830892,1563.874448
6,32894,54206.79369,11500764.67,5145867.566,68312.69662,862678.279,156.5541709,20668.13889
4,1223.60823,1903.551582,67341202.04,43770.81402,136.7741866,4.501275155,197.9732635,692.9970334
4,86088.85036,21243.94045,92000000,33813848.65,6.051466087,94.79982263,829.0683836,829.2165894
8,4559.895528,8475.444239,536301274,7463134.649,114883.6869,2816.028396,25.37740751,104.4151369
4,37307.82641,21732.89977,82665303.69,22535259.47,55.52809104,157.2894172,780.0772943,615.2029716
1,1297.246396,20970.36531,770344.4374,187854.5502,162.9117784,124.1398153,1190.388059,962.2562801
4,84645.39472,33223.95881,82114059.96,140909303,32.51199456,111.9838901,153.2991559,123.0912434
1,2945.34986,173.6159409,478670981.8,422383.0391,69.794128,8898.665672,694.5098605,111.461321
4,1680.99815,42895.15277,34988085.17,536303187.9,197.5324111,162.5500143,41.34716032,191.9413639
4,45823.57707,7174.182806,115269494.1,26694555.81,92.0236948,27.73255638,1432.881722,185.4373434
16,15683.30597,290.0001344,65554888.8,192009.1644,74.85573984,79.16744151,169.7863858,233.9230188
3,20582,39480.5618,169965123.8,571127704.2,59270.26873,16480.81079,5038.408189,8251.783652
2,2367.790832,17333.35333,361000000,140470611.5,101.3140747,58059.12481,6.740411318,485.4821662
0,86088.85036,49.68755031,536304235.7,1392555484,161.5383614,68874.33026,0.563061211,41.43379234
8,41876.69254,35525.23053,51890201.82,305057.0974,197.893101,183.0785486,391.183511,440.9093193
1,1905.902895,647.3496052,8756300.494,1538598.806,613.51634,71.05910137,189.9152979,358.4894306
8,2236.196515,5787.8618,80029301.12,12323602.95,185.1163627,87.7734181,4.86477545,359.7506173
4,34424.97543,21348.01796,103073658.4,86988006.84,46.29700343,55.66569309,773.4087733,465.4639568
14,32701.34234,18364.55113,64572937.83,3951877.977,39839.13332,4677.214984,57.76380519,519.1960049
3,6257.977632,59129.87886,2086234.813,2455695.229,17194.99776,14.84380853,27.82360436,230.4378005
4,38200.25731,866.4244421,46355192.81,37250166.01,157.6937825,89.34897194,200.5508115,312.0655851
5,41750.45533,21576.92208,457657506.8,7731685.278,213.7782297,10447.82069,10.54576684,20.75960425
14,34836,20706.67728,83999378.96,7014926.468,233.4889823,598481.2276,2532.210303,131.0182517
1,556.4728498,138.7955692,51138170.66,4257512.675,626.3684928,468542.766,1.046678867,9106.058362
1,9110.470536,8313.68796,33193962.02,4561835.497,24.85959797,8.56746866,563.3235669,317.9476996
6,19390.90227,40564.7707,536304053.5,77981483.77,312.4612011,52595.40882,485.4821662,1478.663508
4,1271.501092,403.8418035,536302421.3,5367422.609,104.0901435,49.76088635,3.926668004,543.4327639
0,9227.167127,319.3931993,62706487.38,3695592.673,0.155186298,170.9626731,1347.326133,684.0661801
4,86088.85036,11133.90026,73100000,2260519.649,53.67849413,172.3916329,65.91438429,367.1609807
1,1167.671665,467.4098706,8702114.014,26647467.8,34.86495149,137.3935541,282.847884,284.6066435
34,86386.66692,460.3403276,51629781.99,5559460.416,11797.42622,109625.64,8.574775078,96.91014788
32,66235.87351,18528.06287,,634976970.9,116.7086306,6174.63339,8047.342668,818.397765
18,41857.03869,9942.654344,159000000,3899341.048,160.017805,57952.93349,587.6831586,644.895974
5,1131.049227,2485.985186,69055263.26,3422500.474,135.7240399,29.20023431,3426.68645,465.9068937
4,23161.84308,21961.77253,64014452.75,6768621.237,18.81334972,116.8260928,1102.543924,953.8817526
9,64816.75579,11615.60014,113386382.3,7602585.426,69.77412836,482011.3287,10.79669321,351.6544354
0,2324.428033,764.8148224,217000000,1766504.342,329.3991472,9452.129749,473.7531558,175.2517472
24,41580.59004,96.88082283,830081.1817,121016.9651,61334.51634,29.32123077,0.093715257,5.9776016
0,11890.83378,8094.151504,5360764.048,3874911.384,1.020003328,7462.565059,765.9196895,1089.920196
10,2504.916919,27.63874452,145000000,6290622.602,58.57463583,16750.65787,140.4788869,11.85968505
30,86088.85036,29.77725107,288000000,3715356.676,257.9567033,20.98555576,785.7482435,9.733376988
12,8992.177676,5837.013325,38380719.99,3413225.475,85.40672321,23.2676841,16.94842665,283.7182938
4,21072.14423,44815.46835,62020236.43,4245058.435,43.67952803,185.0754598,535.9809007,325.6429264
16,2680.636611,22590.36488,1296971.447,296830.2536,349.8885672,19021.0162,360.7144288,12.27102365
32,29001,10710.22955,64559041.31,25430949.56,323.0558927,27995.94746,226.1729013,3794.078492
4,41929.64777,28412.39309,84800000,4568915.175,171.8597353,104.1497774,848.4934538,702.3445052
9,3289.805219,19513.47827,39298428.99,275237.3626,143082.5182,28537.93749,189.0482171,727.6860638
4,28595.52731,71588.00135,215236672.6,59401.90892,90.53481676,33.26903287,1445.411692,201.3836606
4,41929.64777,10245.86949,114000000,3989599.093,138.9568875,163.2981939,511.1163853,409.8297137
4,24010.73053,11436.46347,32537297,290149677.4,15.3651645,65.38887999,199.8700274,539.5834929
16,30759,31704.57395,241941032.2,587120847.2,1912.510049,382.9068048,247.3906387,106.1528137
0,8240,4191.822583,51706564.16,536303156.3,58010.78061,324791.7439,3.923343818,197.0484285
22,9020.45681,6463.504537,536303491.5,1287608.54,114594.3582,1170.443318,57.97785521,3.537833839
2,2294.780951,5939.168671,201798602.9,139811430.4,26289.37681,306905.0633,2.367388145,1386.428726
34,21108.99986,18407.43454,536302503.4,310798875,51.85646336,36237.06743,19.30697506,7.866871866
1,33499,54751.56129,52099395.58,5387998.718,113657.0978,4817.017229,156.0985451,3734.806349
16,2323.60823,1890.870559,65062464.38,228223.3195,95654.79334,2213.154642,394.2778943,15.95127762
4,86325.54859,45519.25973,64241698.62,4005405.357,135.8744561,18.80231108,1353.61273,56.42850844
2,9062.696338,2109.734661,23900000,4287694.103,39.70096695,62285.00877,1089.920196,603.9506482
4,41623.06679,31292.9774,453549.9153,79001.5262,32.49502386,166.0447125,603.0918719,784.4828652
4,41388.25424,244.1106113,536303255.1,67073091.05,35.96898006,197.3047156,33.33533768,9.803136387
4,42169.76199,29083.19724,18508531.46,5389812.304,134.5559256,58.23425704,468.7865592,545.7959147
2,86165.9712,20595.21423,540571784.8,17316504.71,49.77947205,10.8259257,5.631504066,2196.310476
4,2024.428033,8475.444239,8314715.922,3139693.026,78.23137623,148.5871019,656.8595873,161.2605773
2,9173.049405,20873.01276,238000000,76007066.83,44.11962808,116.8367,147.5393836,550.3709026
7,3610.882658,3723.922804,1077816.697,315870.0977,310.4434625,2497.114463,19.34366083,447.5481815
4,86165.9712,59946.25147,243228184.6,4880628.135,11.72909683,119.3722468,46.06036532,502.996574
4,41623.06679,170.8539962,144283466.2,52527027.81,61.58469593,19417.33445,49.16175677,6.380521163
12,21099,28834.14151,388096479.4,494835606.3,415.970637,19441.47556,8710.568937,243.7254474
14,15558.18657,92.02490566,28564366.22,29971.80467,44.60680419,61.93194192,813.0035732,128.5259213
1,1765.354623,470.8982217,96721339.42,114631577.4,180.0451302,98.34571369,97.5006984,308.1618035
0,15452.53102,1931.452582,39546103.73,28189229.92,139.5250029,97.1025916,914.9899409,465.2484494
14,20237.84929,2698.695169,32940390.66,3688559.76,146.5115167,189.4277272,89.07550297,953.1844324
4,2212.405385,104.6416652,12129584.04,4912058.475,87.69339292,186.2718555,73.12520417,191.3520377
4,15448.09164,21784.2706,64221906.67,1129310.134,125.8961452,21.03215473,9.60185854,6.629454316
12,21949,21742.38066,52163528.36,4557894.153,233.9817218,3850.753052,26.57807394,1437.208695
18,1312.390533,21162.18539,106525504.1,4469191.576,511.2045776,747.4927614,7591.32994,1949.865248
14,9066.661371,1384.719227,80028903.86,389810.7402,65.44051584,1090.768098,3.656277617,21.37271861
12,19988.13304,10003.90686,195479975.2,2964975.944,2958.87135,4808.560708,282.2237468,9.222745287
8,1691.716127,5787.8618,139000000,925281.4995,114.5406755,77.25882838,194.0881703,765.9873339
16,21646.23656,21989.48088,107787103.4,132052727.8,108.8782049,28.92594306,1440.323013,56.60427625
32,77064.56407,24762.19626,100197208.1,457710453.2,147.0435117,48464.06102,3232.823644,1799.474349
1,21923.73141,14112.6005,8146428.258,1245394.823,156.7176746,160.1981622,97.99042466,267.5284052
0,9078.921304,166.4417963,32068625.56,21687251.49,32.44014097,172.4250576,341.5294749,42.87166131
14,2408.756283,991.6897575,97115698.22,5499949.662,92.59922102,2623.67061,13.6655297,631.2948554
4,1471.501092,268.6842931,536302421.3,206726520.7,63.69859315,14.77503051,44.60218931,751.7678339
7,8647.894845,48829.92502,63995407.32,4361962.823,9.327473386,5379.050327,720.7258721,553.7624438
28,41623.06679,27483.21271,242332605.4,5060109.277,19785.90131,11415.11801,13.30814121,11.77955545
1,68545.34184,52592.37987,51840301.58,530692.466,101.1527303,153.8034814,66.34257393,592.7550125
16,4010.730534,11436.46347,32537297,90149677.42,225.3839818,6.815880669,14.68377143,13.75070756
5,15574.7707,6519.718431,91785812.94,16110309.82,28.34916462,99.67021205,168.4223385,237.9217899
1,2315.18109,1831.36448,45959390.04,520248.143,111.2497473,108.6221923,293.1966534,168.3091212
0,431.0492271,18102.72828,63423664.25,536302716.2,44.74656483,88804.62129,48717.95318,1352.171951
0,41477.55117,39850.72101,301919023.4,340123522.7,86.54868228,22.18615691,467.3202873,5.457554077
2,38730,232.3967799,20619160.54,536302575.9,1849.389455,400.2743933,9.282368155,750.9093821
6,8619.453435,71071.61582,227161458.1,5172726.286,101.8891516,12.83070987,266.1596003,1.786392351
1,8949.658779,2951.96796,298904217.3,281455727.1,105.5550824,31.40817252,1116.187402,343.1043313
4,18840.81836,88204.50348,146168200.8,31543060.56,44.98952078,107.2192189,1289.682042,274.0525706
1,77255.55738,21415.85278,57819118.09,272372433.3,171.0746236,113.4772158,225.4174253,890.5821073
3,86156.20502,22351.92041,26596678.93,4913764.537,13917.4493,62243.91833,18.66574693,1133.212096
14,15536.57549,6519.718431,157438828.1,7371549.412,60.37238001,13.78441818,3.803837411,501.3023149
10,32231,52987.51571,64252928.94,34379106.41,28.13298189,890.7466775,1.494576093,887.9952355
3,9121.56937,1943.13077,21783740.17,1843445.627,458.3560785,14.60328758,760.8652055,564.6892249
7,1699.085621,21605.80272,142615573.6,10439422.59,21227.5384,18196.99972,20.44808972,1.328577235
6,86352.59942,40262.81625,106000000,7877.290587,270.875874,23329.30971,5.956514277,13.93887892
30,41623.06679,22034.15769,158818212.9,3379085.265,17039.93287,840.3408535,3.211986888,436.1225824
32,14655,74.26798104,62633955.57,40320980.48,151.5455287,14.08178411,2.604861027,152.439933
30,20172.30008,15735.83922,834123.6727,3894199.362,593.0447964,64933.85981,141.1134289,1178.332973
4,22175.23949,21197.52437,536303755.6,5599056.806,25.65377693,63.19124464,696.4302535,619.7258734
9,15319.35354,27118.47339,64536382.8,172512616.2,37.67892538,0.842650477,363.5429134,67.01490632
2,9207.697085,20873.01276,327000000,5136174.779,701.4798644,8757.91781,224.7699885,84.93502623
32,11776.77616,22180.94568,31829691.76,391250.8649,0.532381029,35479.41696,460.9531324,764.5108297
3,9039,103.337602,1.46E+14,20184618.2,3064.982452,49.98090549,51.48383114,1002.046671
4,41580.59004,32083.99901,830081.1817,23320.14273,57.78297516,29.98891622,376.0140747,537.6839563
2,526.6331561,10728.16775,64728453.22,25169266.53,26.9436698,2061.213168,1733.855849,2586.078039
6,12120,12496.13049,1.46E+14,536302661.3,87.8399906,1261.931634,10233.6372,666.6204342
1,18255.53579,53347.41545,65646746.77,133336255.4,54.80079017,43.91153938,1637.464242,743.4206675
14,11328.23102,21594.24069,3815209.214,305877.8159,308.7822616,12023.84737,49.27706444,564.6892249
14,41876.69254,52070.65054,103339375.5,926394.3094,23.40113109,32.91238057,18.36876689,321.016331
2,86352.59942,36958.01899,67114079.94,2578272.512,11.25412064,27890.67557,44.9291259,38.39670615
4,41388.25424,11010.43762,179194878.7,4385998.626,188.5413919,172.7406827,764.426873,387.6847066
20,9125.942469,5764.814822,536302503.4,572946907.5,13109.11125,40010.60646,15.80598302,2.95352186
12,21072,7922.178493,97577297.11,89435055.57,36307.5117,133932.334,8310.466132,1155.919598
16,2418.042394,3220.974042,150926942.4,816792.0568,5848.810506,38299.58062,11.77955545,19.84593225
0,2236.196515,8539.197773,80029301.12,54374.47596,75.86123431,63103.70208,26.09199556,17.47236994
4,26231.51527,6006.762209,90469315.68,88250947.52,13.05465578,54.79678558,379.4656383,570.2974339
2,2639.218965,7977.072006,86753504.55,393806.129,297.2898037,4.208467416,7.550242621,18.69049914
4,12159.85267,11719.39564,34559581.02,361906303.2,183.3597815,171.1621901,50.70965831,425.0124806
34,1260.957172,19490.28075,1.46E+14,13027795.9,23.47032323,184802.9694,1826.493664,446.1607201
1,1455.457376,13691.94997,6830350.865,4372817.005,20.02364427,6473.254526,1276.130734,3734.88794
4,3506.858052,41895.45988,52414492.67,565330026.4,8.918576749,153.4923033,669.2856662,51.89463028
32,2905.902895,647.3496052,8756300.494,153859.8056,39.20945943,693.7146482,379.2604971,7.159823498
4,14605.96042,20628.10034,111068986.1,33021428.88,107.9444556,110.7669905,267.6915362,600.8173553
16,21240,54803.65359,536304782.5,205944708.4,340.7645858,4135.64824,4629.86087,8333.558908
6,20259.90015,52902.93673,219625207.6,8452931.916,72.19898162,280.6358341,3.651836713,123.464548
15,2706.765192,1921.188862,32532355.08,25185635.27,151.5467603,1513.114808,21.37271861,62.43182471
1,41477.55117,13226.64266,159000000,67324.75364,24.08976582,20.92723506,934.7798909,857.6514721
4,86088.85036,11329.77725,288000000,3715356.676,45.38999952,8.691514775,110.8877046,452.8344625
32,9000.306782,8475.444239,52050364.29,8080508.751,6.705320231,154.6301063,423.1313166,264.9652512
12,86083.80144,37816.57479,267154882.4,29867.92415,15473.73447,21322.35414,41.60466387,805.9978879
4,26554.19132,10762.10194,64747254.96,5064861.776,117.8895806,49.20171091,110.9807822,429.1823536
12,15593.71757,1887.152264,78003388.17,4682400.954,63.38099893,135.6554481,364.0483123,379.7284829
14,12424.57529,9940.131736,136188241.3,902714.7403,38.94685061,17224.28129,374.7560587,280.7709046
14,41876.69254,52902.93673,38431308.41,2055280.699,34.62889309,192.0978799,575.0886406,561.9634911
2,4559.895528,8475.444239,536301274,7463134.649,98.12253243,80.03284035,496.6348215,195.2234058
0,31621,3638.982997,101900081.6,4440142.892,52.43981369,58.80451916,5207.90934,409.6854571
16,21233,437.3823361,127674842,36797610.83,36579.41543,2287.360528,1.523455061,1087.139412
2,13590,52976.07642,143727637.1,3547272.827,67.63436791,40873.18212,2768.987267,1046.31358
30,86352.59942,49128.57848,536305292.3,53873618.96,41034.52816,53.25007109,5.805403165,0.800610939
2,64494.32109,103.337602,81499493.22,2935353.407,21104.20531,9692.023888,2056.083575,34.1011448
31,5631.781134,41684.27961,183060542.4,783402.8462,3.915038629,0.640737538,20.00325328,13.27566792
12,4577.237359,165.9152729,125868982.5,5385943.786,130.8887398,6011.695609,38.04994597,37.59378631
40,9045.82813,12056.67921,171930965.7,3158480.254,228.580225,27475.98043,38.2785158,76.54814362
1,19340.06823,194.7266381,64824629.25,183143020.9,63962.50458,8.905901296,959.7632579,261.6716724
12,9089.459553,9858.44465,217000000,241966.2011,3.021485641,174.5800309,77.28846707,819.1696491
16,2032.214582,30146.89207,36930986.07,2316252.334,592.5957541,2.963657631,12.25900836,175.2517472
0,1723.810949,163.8788422,1.46E+14,3166764.414,28014.40856,261462.8903,5038.408189,12335.50648
24,10746,74745.61809,37235540.07,1411444943,6.469780662,703659.5073,2862.675793,4615.855124
2,9068.865816,222.7476592,92000000,4002069.833,72.30742475,15.67870585,1228.625765,63.25485232
16,41580.59004,10936.73749,98453207.98,318065829.5,7.574053103,199.551566,810.3577317,143.5327302
32,9032.852959,9057.622651,413000000,190877955.5,80.52149794,9.511047164,2.515963402,2060.830115
4,86165.9712,403.259567,94700000,3639118.728,17.30267027,53.24643088,1559.105188,410.9897443
32,21553.58356,1991.818465,168593847,20952971.09,34447.28695,62412.1551,54.70048699,3.211986888
12,3697.246396,20970.36531,770344.4374,187854.5502,12560.19593,2243.239408,417.9128408,1.946943519
14,8621.253143,54692.84217,176674754.4,2541522.159,22672.4202,5723.219653,280.5968001,11.02210745
12,86165.9712,59946.25147,243228184.6,4880628.135,99.87452132,8954.398716,33.38471903,14.16301388
24,15527.32853,8463.590542,536302502.5,60454717.12,629.7694702,1744.335744,612.1735612,1982.855373
10,2661.899437,7484.555157,63372846.59,75789863.47,117.7741366,2541.560792,3.219415093,45.65794866
14,86088.85036,1133.373867,52672286.03,281559.1629,40.9483227,257.0713492,39.81118545,19.30697506
3,1160.556604,19876.23592,517829760.9,179942517,82.82372107,4178.067174,543.1040741,14851.87447
4,86088.85036,71843.74419,59900000,27109880.98,54.81132607,3.24820109,84.28224138,270.0774532
32,9148.206299,11331.56331,33002204.79,165333975.1,71.75257111,122.0406533,224.6519913,152.2404998
1,21981,2340.549884,1355062.135,536301056.8,264.1716108,2709.141938,573.333829,1974.198039
32,8950.112652,11046.56572,384307851.9,65087.37194,11869.08199,12542.75578,99.14644059,3.866325385
16,8990.955311,14821.62576,51935373.2,4246351.897,61.38184589,12878.77521,1.946943519,1352.171951
30,15712.10445,1869.550585,536302600.1,5166946.549,40678.7767,29498.11763,15.54557939,5.49915867
4,41388.25424,36101.01426,64392538.81,754358.4549,103.1574558,189.9712255,327.5467588,322.7918126
0,1017.918695,405.3174803,41529024.81,99968757.33,98.26507898,245712.4358,13507.93484,1122.079138
2,8934.836844,32553.51657,9696717.303,3192854.439,34.56,14.66666667,1237.733333,661.8666667
16,9056.38836,7816.748216,98206590.13,4831553.422,5671.310308,37388.85988,7.55772893,16.97266086
4,10033.13545,353.6745195,1985587.52,4717981.324,20.84375742,108.939852,731.4862635,703.5256812
16,2236.196515,8539.197773,80029301.12,54374.47596,118.0093862,189.3216237,114.0625747,235.1053662
14,4176.308647,20747.02656,133737809.2,20954727,3.543613878,23168.03143,414.4821119,272.9945802
32,94787.27958,30044.4551,51473202.43,87172295.26,96.17729824,38335.82427,2062.014918,535.1850245
22,21566.54066,20668.96222,11619889.58,151813.9767,103.4788558,48787.07951,22.08747145,50.39966113
1,4526.42133,9826.462132,4880984.766,3892121.211,66.37494219,132.2261834,3367.476169,353.8404519
4,41857.03869,10097.02523,104337888.4,41436996.66,110.2024015,45.66518522,341.0651909,375.7249854
2,1706.765192,1921.188862,32532355.08,25185635.27,31.93814115,55.05926397,1326.102453,844.9033085
0,22923,248.4072642,51855628.83,4028033.512,136.2600746,367.2171767,2642.356891,600.5469793
12,3535.702535,76959.62117,63813371.78,1390502.147,1334.637576,7033.633509,43.91402908,2.178354275
0,1680.99815,155.5812841,100339628.9,19637200.95,43917.60616,2578.382895,25.38997992,285.9145533
22,14605.96042,20628.10034,111068986.1,331428.878,25937.52791,49.73993248,238.2642845,1228.764449
12,1271.501092,40.84180351,536302421.3,5367422.609,103.623696,48.18896429,113.5573908,2.433960668
1,75551.38468,53844.92488,536303275.2,303831022.3,168.296,35.42920292,201.7881113,104.9000449
4,22669.89906,179.9841377,35677971.23,4735726.04,166.5886473,149.0681584,748.3801995,13.59051471
20,1104.418025,5878.019882,143472537.3,961669869,29.99303971,42.72947103,391.0421025,237.0600835
32,20049.12702,52902.93673,65130817.2,8144100.049,82.51210816,185.4738574,270.7228221,694.6595735
4,271.5010923,264.98769,333527339.4,3585003.256,170.2187362,199.2910448,169.5006451,172.5443473
4,41388.25424,26321.6921,143158084.7,5981752.532,22.58616256,10.46717267,769.6900653,239.64829
16,41876.69254,52070.65054,103339375.5,926394.3094,2980.947379,50804.6637,3.835810478,3.219415093
4,15893.55534,5574.468494,294000000,128552.8872,92.46127399,18.04145877,57.50493715,636.2154773
24,758.3698379,969.5755953,55296759.08,4747096.513,38.64110986,17288.30356,7509.160839,2233.833378
14,8962.622037,20447.40677,8709166.14,122599.6862,13.04805524,2915.24884,578.1940267,191.4124876
24,2524.428033,5764.814822,100174538.7,49684043.91,413.7886002,6944.797253,104.4151369,993.8649704
24,86325.54859,12073.58349,244000000,103962705,19.59605665,2004.102987,1891.036678,1891.036678
32,7255.55738,21415.85278,57819118.09,2723724.281,8198.923051,28519.57078,48.61399133,7.821824586
5,9056.670062,45.88082283,19525857.35,486881.4493,3827.577041,27.51226923,3.604686127,608.0593976
12,9162.539302,1983.320596,20400000,2410616.927,301.2337951,23.93598746,1228.764449,126.4102694
4,86325.54859,13230.32009,52031535.7,31113909.55,88.35587494,85.10215308,1699.751247,399.0117718
4,18918.66812,21228.14863,46520658.76,46323362.66,172.9178393,60.27242564,840.3648597,289.6093172
6,15674.85722,17546.64071,20400000,34552937.35,63.24625623,36073.80386,288.9382178,6.263539981
32,79095.43934,11355.49951,65289847.03,4843758.105,274.7185725,33636.0197,8016.037141,200.1331096
2,9158.470858,9689.970564,105000000,231826970.5,166.5324276,32.16194043,821.9466244,553.7401405
2,2294.780951,5939.168671,201798602.9,139811430.4,84.10749632,24.39658077,74.66193401,801.1632413
4,20836.27564,55733.10426,159778253.3,31257093.84,100.1493107,17.36222509,559.2811599,151.2376317
4,22479.18671,10881.92484,64241698.62,76383.87088,36.86455384,194.4775094,112.2395905,130.2506931
10,9092.586718,40.25365128,199000000,4127558.638,128745.6467,9.214742054,4.328214547,1297.292122
40,649.9268998,835.0755715,1729306.717,536302984.6,61.6868835,244290.4986,1241.885743,3874.632544
